Company,Product_Type,Greenhouse_Gas_Emissions,Pollutants_Emitted,Water_Consumption,Energy_Consumption,Waste_Generation,sustainability_rating,sustainability_category
Zara,Polyester,0.04214285714285715,0.3125,0.7255,0.7437500000000001,0.825,0.5297785714285714,Not Sustainable
Urban Outfitters,Nylon,0.285,0.3125,0.86175,0.43500000000000005,0.48,0.47485,Moderately Sustainable
Nike,Linen,0.7185714285714286,0.6875,0.9930000000000001,0.7675000000000001,0.395,0.7123142857142858,Not Sustainable
Urban Outfitters,Viscose,0.2780952380952381,0.4375,0.0002500000000000835,0.365,0.9950000000000001,0.41516904761904766,Moderately Sustainable
Adidas,Recycled_Poly,0.16142857142857142,0.75,0.6665000000000001,0.8025,0.595,0.5950857142857142,Not Sustainable
Forever 21,Nylon,0.6464285714285714,0.75,0.2965,0.56375,0.935,0.6383357142857142,Not Sustainable
Adidas,Linen,0.23047619047619045,0.5625,0.9675,0.96875,0.44999999999999996,0.6358452380952381,Not Sustainable
Forever 21,Nylon,0.8802380952380953,0.9375,0.43799999999999994,0.5375000000000001,0.9100000000000001,0.7406476190476191,Not Sustainable
Nike,Polyester,0.34476190476190477,0.9375,0.6635,0.97125,0.5349999999999999,0.690402380952381,Not Sustainable
Adidas,Polyester,0.3121428571428571,0.125,0.841,0.89625,0.825,0.5998785714285715,Not Sustainable
Urban Outfitters,Tencel,0.7933333333333332,0.125,0.8162500000000001,0.9225000000000001,0.7949999999999999,0.6904166666666667,Not Sustainable
Adidas,Recycled_Poly,0.13500000000000006,0.1875,0.40000000000000013,0.6112500000000001,0.8,0.42675,Moderately Sustainable
Urban Outfitters,Polyester,0.9319047619047618,0.8125,0.20924999999999994,0.42874999999999996,0.31000000000000005,0.5384809523809524,Not Sustainable
Adidas,Cotton,0.24000000000000005,0.6875,0.59975,0.19874999999999998,0.08999999999999997,0.36319999999999997,Moderately Sustainable
Urban Outfitters,Wool,0.5547619047619048,1.0,0.37625,0.53,0.28,0.5482023809523809,Not Sustainable
Zara,Nylon,0.29690476190476195,0.5625,0.19700000000000006,0.02749999999999997,0.050000000000000044,0.2267809523809524,Highly Sustainable
Adidas,Linen,0.4790476190476191,0.25,0.8945000000000001,0.31125,0.895,0.5659595238095239,Not Sustainable
Adidas,Recycled_Poly,0.8528571428571428,0.6875,0.61375,0.8425,0.8,0.7593214285714286,Not Sustainable
Urban Outfitters,Microfiber,0.40690476190476194,0.25,0.994,0.6125,0.9650000000000001,0.6456809523809524,Not Sustainable
Nike,Nylon,0.39333333333333337,0.9375,0.4225000000000001,0.4375,0.7250000000000001,0.5831666666666667,Not Sustainable
Nike,Cotton,0.2719047619047619,0.0625,0.09650000000000003,0.125,0.9950000000000001,0.3101809523809524,Moderately Sustainable
Zara,Microfiber,0.3190476190476191,0.8125,0.40225,0.37375,0.235,0.4285095238095238,Moderately Sustainable
Urban Outfitters,Cotton,0.12404761904761902,0.25,0.49950000000000006,0.23375000000000012,0.355,0.29245952380952384,Moderately Sustainable
Nike,Cotton,0.9535714285714285,0.6875,0.68875,0.50125,0.40000000000000013,0.6462142857142859,Not Sustainable
Forever 21,Linen,0.5073809523809525,1.0,0.4517500000000001,0.65375,0.375,0.5975761904761905,Not Sustainable
Urban Outfitters,Recycled_Poly,0.5433333333333334,0.5625,0.7250000000000001,0.47,0.15000000000000002,0.49016666666666664,Moderately Sustainable
Nike,Microfiber,0.614047619047619,0.0,0.9815,0.52875,0.74,0.5728595238095238,Not Sustainable
Forever 21,Microfiber,0.7471428571428571,0.625,0.8792500000000001,0.14000000000000012,0.18000000000000005,0.5142785714285715,Not Sustainable
Zara,Microfiber,0.8723809523809523,0.8125,0.728,0.6300000000000001,0.22499999999999998,0.6535761904761904,Not Sustainable
Adidas,Organic_Cotton,0.8597619047619047,0.375,0.26350000000000007,0.87625,0.3400000000000001,0.5429023809523809,Not Sustainable
Zara,Recycled_Poly,0.21500000000000002,0.5625,0.4475,0.8400000000000001,0.4750000000000001,0.5080000000000001,Not Sustainable
Adidas,Recycled_Poly,0.5707142857142857,0.9375,0.4724999999999999,0.7037500000000001,0.8800000000000001,0.7128928571428572,Not Sustainable
Zara,Synthetic_Blend,0.960952380952381,0.875,0.8785000000000001,0.17500000000000004,0.4750000000000001,0.6728904761904763,Not Sustainable
Forever 21,Synthetic_Blend,0.895,0.0,0.20825000000000005,0.29374999999999996,0.8300000000000001,0.4454000000000001,Moderately Sustainable
Forever 21,Recycled_Poly,0.5707142857142857,0.875,0.5687500000000001,0.8700000000000001,0.18000000000000005,0.6128928571428572,Not Sustainable
Adidas,Linen,0.10928571428571426,0.5,0.3242499999999999,0.08125000000000004,0.915,0.38595714285714283,Moderately Sustainable
Urban Outfitters,Microfiber,0.022857142857142854,0.75,0.2017500000000001,0.52,0.8049999999999999,0.4599214285714286,Moderately Sustainable
Adidas,Tencel,0.390952380952381,0.0,0.11549999999999994,0.08499999999999996,0.17500000000000004,0.15329047619047617,Highly Sustainable
Zara,Polyester,0.5697619047619047,1.0,0.94,0.3425,0.16000000000000003,0.602452380952381,Not Sustainable
Nike,Tencel,0.39904761904761904,0.375,0.43300000000000005,0.5775000000000001,0.8600000000000001,0.5289095238095239,Not Sustainable
Urban Outfitters,Polyester,0.3245238095238095,0.75,0.5105,0.92625,0.9450000000000001,0.6912547619047619,Not Sustainable
Zara,Cotton,0.016904761904761922,0.625,0.6552500000000001,0.86625,0.32000000000000006,0.4966809523809525,Moderately Sustainable
Nike,Microfiber,0.25952380952380955,0.0,0.57575,0.4737500000000001,0.5349999999999999,0.3688047619047619,Moderately Sustainable
Forever 21,Polyester,0.36619047619047623,0.25,0.26774999999999993,0.7949999999999999,0.47,0.4297880952380952,Moderately Sustainable
Forever 21,Cotton,0.09714285714285714,0.0,0.07925000000000004,0.13749999999999996,0.41999999999999993,0.14677857142857142,Highly Sustainable
Urban Outfitters,Nylon,0.6728571428571428,1.0,0.7324999999999999,0.88375,0.905,0.8388214285714286,Not Sustainable
Zara,Tencel,0.4226190476190476,1.0,0.75125,0.6512500000000001,0.7350000000000001,0.7120238095238095,Not Sustainable
Zara,Synthetic_Blend,0.13285714285714284,0.0625,0.2885,0.07750000000000001,0.345,0.18127142857142858,Highly Sustainable
Zara,Organic_Cotton,0.7507142857142857,1.0,0.3480000000000001,0.09625000000000006,0.875,0.6139928571428571,Not Sustainable
Nike,Cotton,0.20095238095238094,0.5,0.52725,0.8262499999999999,0.2749999999999999,0.4658904761904762,Moderately Sustainable
Nike,Linen,0.6869047619047619,1.0,0.050999999999999934,0.25125,0.050000000000000044,0.40783095238095235,Moderately Sustainable
Zara,Nylon,0.6197619047619047,0.75,0.2885,0.5725,0.14,0.474152380952381,Moderately Sustainable
Urban Outfitters,Tencel,0.07023809523809527,0.125,0.9850000000000001,0.7775000000000001,0.04500000000000004,0.4005476190476191,Moderately Sustainable
Urban Outfitters,Wool,0.7895238095238095,1.0,0.7105000000000001,0.7150000000000001,0.825,0.8080047619047619,Not Sustainable
Urban Outfitters,Nylon,0.18214285714285722,0.1875,0.37450000000000006,0.6600000000000001,0.4950000000000001,0.3798285714285715,Moderately Sustainable
Forever 21,Microfiber,0.16595238095238102,0.9375,0.84625,0.49249999999999994,0.56,0.6004404761904761,Not Sustainable
Forever 21,Tencel,0.38833333333333336,0.3125,0.42375000000000007,0.08374999999999999,0.605,0.3626666666666667,Moderately Sustainable
Nike,Polyester,0.4042857142857143,0.6875,0.19399999999999995,0.32624999999999993,0.45500000000000007,0.41340714285714286,Moderately Sustainable
Forever 21,Nylon,0.6780952380952381,0.8125,0.33499999999999996,0.5625,0.9000000000000001,0.6576190476190475,Not Sustainable
Forever 21,Organic_Cotton,0.7111904761904762,0.4375,0.25325,0.74,0.835,0.5953880952380952,Not Sustainable
Forever 21,Recycled_Poly,0.3104761904761905,0.75,0.40975000000000006,0.84375,0.18000000000000005,0.4987952380952382,Moderately Sustainable
Urban Outfitters,Linen,0.08428571428571435,0.125,0.6975,0.4225000000000001,0.69,0.4038571428571428,Moderately Sustainable
Urban Outfitters,Microfiber,0.9457142857142857,0.375,0.004250000000000087,0.9937500000000001,0.2550000000000001,0.5147428571428572,Not Sustainable
Adidas,Tencel,0.3988095238095238,0.3125,0.9225000000000001,0.59125,0.22499999999999998,0.49001190476190476,Moderately Sustainable
Urban Outfitters,Microfiber,0.4328571428571429,0.5,0.3242499999999999,0.08875,0.815,0.43217142857142854,Moderately Sustainable
Zara,Recycled_Poly,0.2452380952380953,1.0,0.37949999999999995,0.38375000000000004,0.5449999999999999,0.5106976190476191,Not Sustainable
Adidas,Polyester,0.910952380952381,0.375,0.9637500000000001,0.008750000000000036,0.685,0.5886904761904762,Not Sustainable
Urban Outfitters,Recycled_Poly,0.8907142857142858,0.4375,0.5687500000000001,0.915,0.20999999999999996,0.6043928571428572,Not Sustainable
Urban Outfitters,Linen,0.22595238095238096,0.1875,0.89975,0.9725000000000001,0.6400000000000001,0.5851404761904763,Not Sustainable
Adidas,Organic_Cotton,0.9376190476190476,1.0,0.9435,0.49875,0.25,0.7259738095238095,Not Sustainable
Forever 21,Polyester,0.8630952380952381,0.125,0.14975000000000005,0.09250000000000003,0.06000000000000005,0.25806904761904764,Moderately Sustainable
Nike,Recycled_Poly,0.5757142857142856,0.5625,0.5005,0.2762500000000001,0.865,0.5559928571428572,Not Sustainable
Nike,Wool,0.871904761904762,0.9375,0.09600000000000009,0.96875,0.79,0.7328309523809524,Not Sustainable
Zara,Wool,0.9259523809523809,0.1875,0.385,0.46625000000000005,0.905,0.5739404761904762,Not Sustainable
Urban Outfitters,Organic_Cotton,0.7852380952380953,0.875,0.41625,0.3787499999999999,0.050000000000000044,0.501047619047619,Not Sustainable
Forever 21,Wool,0.4573809523809524,0.375,0.2942500000000001,0.9962500000000001,0.3400000000000001,0.4925761904761906,Moderately Sustainable
Zara,Viscose,0.29690476190476195,0.3125,0.9585000000000001,0.3600000000000001,0.17500000000000004,0.4205809523809524,Moderately Sustainable
Urban Outfitters,Wool,0.3826190476190477,0.875,0.639,0.2562500000000001,0.885,0.6075738095238096,Not Sustainable
Adidas,Nylon,0.1480952380952381,0.5,0.24950000000000006,0.7975000000000001,0.9000000000000001,0.5190190476190477,Not Sustainable
Urban Outfitters,Polyester,0.5547619047619048,0.9375,0.6877500000000001,0.31125,0.5349999999999999,0.6052523809523811,Not Sustainable
Zara,Organic_Cotton,0.22285714285714292,0.125,0.9295,0.41999999999999993,0.04500000000000004,0.34847142857142854,Moderately Sustainable
Zara,Nylon,0.29523809523809524,0.8125,0.009000000000000119,0.03875000000000006,0.645,0.3600976190476191,Moderately Sustainable
Adidas,Microfiber,0.40738095238095245,0.5,0.8647500000000001,0.5987500000000001,0.42999999999999994,0.5601761904761904,Not Sustainable
Urban Outfitters,Tencel,0.43023809523809525,0.625,0.29574999999999996,0.6487499999999999,0.6400000000000001,0.527947619047619,Not Sustainable
Nike,Linen,0.3645238095238095,0.1875,0.2902500000000001,0.73,0.5150000000000001,0.4174547619047619,Moderately Sustainable
Forever 21,Nylon,0.7497619047619046,0.4375,0.9935,0.90875,0.645,0.7469023809523809,Not Sustainable
Urban Outfitters,Synthetic_Blend,0.3038095238095238,0.0,0.8975,0.2650000000000001,0.11499999999999999,0.31626190476190474,Moderately Sustainable
Adidas,Wool,0.8254761904761905,0.6875,0.14975000000000005,0.9962500000000001,0.6599999999999999,0.6637952380952381,Not Sustainable
Nike,Microfiber,0.6495238095238094,0.5,0.8787500000000001,0.7575000000000001,0.20999999999999996,0.5991547619047619,Not Sustainable
Adidas,Synthetic_Blend,0.07666666666666672,0.0625,0.7055,0.94,0.8600000000000001,0.5289333333333334,Not Sustainable
Adidas,Polyester,0.7628571428571429,0.0625,0.08824999999999994,0.38874999999999993,0.8500000000000001,0.43047142857142856,Moderately Sustainable
Zara,Organic_Cotton,0.04690476190476195,0.625,0.2865,0.2662500000000001,0.18000000000000005,0.28093095238095245,Moderately Sustainable
Zara,Microfiber,0.11119047619047623,0.375,0.24,0.40874999999999995,0.5349999999999999,0.33398809523809525,Moderately Sustainable
Adidas,Microfiber,0.3914285714285714,0.0,0.09149999999999991,0.07374999999999998,0.07000000000000006,0.12533571428571427,Highly Sustainable
Forever 21,Polyester,0.4578571428571429,0.125,0.5662500000000001,0.5675000000000001,0.665,0.4763214285714287,Moderately Sustainable
Zara,Synthetic_Blend,0.08738095238095239,0.3125,0.53925,0.82375,0.29499999999999993,0.41157619047619043,Moderately Sustainable
Nike,Nylon,0.35047619047619055,0.0625,0.6365000000000001,0.94625,0.29000000000000004,0.45714523809523816,Moderately Sustainable
Nike,Cotton,0.8135714285714286,0.8125,0.09050000000000002,0.31000000000000005,0.9850000000000001,0.6023142857142858,Not Sustainable
Urban Outfitters,Recycled_Poly,0.048095238095238135,1.0,0.80775,0.10499999999999998,0.17500000000000004,0.42716904761904767,Moderately Sustainable
Urban Outfitters,Tencel,0.6802380952380953,0.5625,0.7985,0.5862499999999999,0.8900000000000001,0.7034976190476191,Not Sustainable
Urban Outfitters,Polyester,0.4295238095238096,0.125,0.8480000000000001,0.11250000000000004,0.04500000000000004,0.312004761904762,Moderately Sustainable
Forever 21,Cotton,0.0161904761904762,0.8125,0.5090000000000001,0.25875000000000004,0.77,0.47328809523809523,Moderately Sustainable
Forever 21,Tencel,0.2719047619047619,0.1875,0.571,0.7475,0.15500000000000003,0.38658095238095236,Moderately Sustainable
Adidas,Wool,0.45380952380952383,0.9375,0.41775000000000007,0.93875,0.45500000000000007,0.6405619047619048,Not Sustainable
Zara,Nylon,0.9473809523809524,0.8125,0.4902500000000001,0.8825000000000001,0.125,0.6515261904761905,Not Sustainable
Urban Outfitters,Linen,0.24428571428571427,1.0,0.5555000000000001,0.2762500000000001,0.52,0.5192071428571429,Not Sustainable
Urban Outfitters,Tencel,0.6971428571428571,0.0,0.08975,0.9325000000000001,0.835,0.5108785714285714,Not Sustainable
Adidas,Linen,0.3352380952380953,0.3125,0.18825000000000003,0.54375,0.55,0.3859476190476191,Moderately Sustainable
Urban Outfitters,Tencel,0.021666666666666667,0.375,0.45825000000000005,0.82375,0.5050000000000001,0.43673333333333336,Moderately Sustainable
Urban Outfitters,Organic_Cotton,0.3652380952380953,0.0,0.47475,0.37250000000000005,0.74,0.3904976190476191,Moderately Sustainable
Adidas,Organic_Cotton,0.20690476190476198,0.25,0.33099999999999996,0.43625,0.7949999999999999,0.40383095238095235,Moderately Sustainable
Urban Outfitters,Linen,0.845952380952381,0.625,0.9977500000000001,0.77125,0.6300000000000001,0.7739904761904762,Not Sustainable
Nike,Polyester,0.3664285714285715,0.6875,0.9825000000000002,0.94875,0.6799999999999999,0.7330357142857145,Not Sustainable
Nike,Polyester,0.5673809523809523,0.1875,0.79175,0.56375,0.135,0.44907619047619035,Moderately Sustainable
Nike,Linen,0.3673809523809524,0.125,0.9762500000000001,0.1775,0.7550000000000001,0.48022619047619053,Moderately Sustainable
Urban Outfitters,Organic_Cotton,0.8607142857142858,0.125,0.6637500000000001,0.14500000000000002,0.3900000000000001,0.43689285714285725,Moderately Sustainable
Urban Outfitters,Polyester,0.704047619047619,0.0625,0.004250000000000087,0.91875,0.77,0.4919095238095238,Moderately Sustainable
Nike,Synthetic_Blend,0.3528571428571429,1.0,0.9705000000000001,0.57125,0.7150000000000001,0.7219214285714287,Not Sustainable
Nike,Wool,0.09690476190476188,0.4375,0.6577500000000001,0.02124999999999999,0.99,0.4406809523809524,Moderately Sustainable
Forever 21,Cotton,0.24071428571428571,0.1875,0.7484999999999999,0.19124999999999992,0.43500000000000005,0.3605928571428571,Moderately Sustainable
Zara,Nylon,0.7633333333333332,0.0625,0.5050000000000001,0.35125000000000006,0.21499999999999997,0.3794166666666666,Moderately Sustainable
Zara,Microfiber,0.6721428571428572,0.25,0.1855,0.20625000000000004,0.29000000000000004,0.32077857142857147,Moderately Sustainable
Urban Outfitters,Viscose,0.23214285714285715,0.0,0.39349999999999996,0.21500000000000008,0.050000000000000044,0.17812857142857147,Highly Sustainable
Urban Outfitters,Wool,0.03857142857142859,0.25,0.83175,0.33375,0.21999999999999997,0.33481428571428573,Moderately Sustainable
Urban Outfitters,Recycled_Poly,0.8799999999999999,0.6875,0.24475000000000002,0.6000000000000001,0.94,0.67045,Not Sustainable
Nike,Polyester,0.9649999999999999,0.125,0.8260000000000001,0.82125,0.9750000000000001,0.74245,Not Sustainable
Nike,Microfiber,0.7166666666666666,0.8125,0.6945000000000001,0.9937500000000001,0.6300000000000001,0.7694833333333333,Not Sustainable
Zara,Microfiber,0.9614285714285713,0.375,0.37050000000000005,0.8262499999999999,0.385,0.5836357142857143,Not Sustainable
Nike,Cotton,0.644047619047619,0.125,0.28725,0.48625000000000007,0.835,0.4755095238095238,Moderately Sustainable
Forever 21,Tencel,0.6902380952380951,1.0,0.20324999999999993,0.8525,0.9550000000000001,0.740197619047619,Not Sustainable
Forever 21,Cotton,0.44595238095238093,0.6875,0.6705000000000001,0.7,0.5449999999999999,0.6097904761904761,Not Sustainable
Adidas,Microfiber,0.420952380952381,0.8125,0.401,0.38250000000000006,0.6599999999999999,0.5353904761904762,Not Sustainable
Adidas,Recycled_Poly,0.8985714285714286,0.9375,0.37349999999999994,0.6712500000000001,0.6000000000000001,0.6961642857142858,Not Sustainable
Forever 21,Viscose,0.4752380952380953,0.3125,0.7915000000000001,0.8325,0.52,0.5863476190476191,Not Sustainable
Forever 21,Cotton,0.5864285714285713,0.4375,0.8920000000000001,0.9325000000000001,0.55,0.6796857142857142,Not Sustainable
Nike,Tencel,0.6942857142857142,0.0,0.78125,0.92625,0.3900000000000001,0.5583571428571429,Not Sustainable
Zara,Organic_Cotton,0.34095238095238095,0.5,0.4105000000000001,0.5925,0.20999999999999996,0.4107904761904762,Moderately Sustainable
Zara,Linen,0.5466666666666666,0.3125,0.9397500000000001,0.97,0.77,0.7077833333333333,Not Sustainable
Forever 21,Polyester,0.8714285714285714,0.4375,0.9365000000000001,0.9450000000000001,0.625,0.7630857142857144,Not Sustainable
Forever 21,Organic_Cotton,0.6735714285714285,0.0,0.24724999999999997,0.71875,0.03500000000000003,0.33491428571428566,Moderately Sustainable
Urban Outfitters,Recycled_Poly,0.6847619047619047,0.1875,0.36275000000000013,0.04875000000000007,0.865,0.429752380952381,Moderately Sustainable
Zara,Synthetic_Blend,0.04500000000000004,0.3125,0.9822500000000001,0.71875,0.12,0.43570000000000003,Moderately Sustainable
Adidas,Organic_Cotton,0.12619047619047624,0.25,0.9305000000000001,0.59375,0.76,0.5320880952380953,Not Sustainable
Adidas,Cotton,0.6447619047619046,0.375,0.08050000000000002,0.9225000000000001,0.925,0.5895523809523808,Not Sustainable
Zara,Recycled_Poly,0.6876190476190476,0.0,0.28125,0.21250000000000013,0.51,0.33827380952380953,Moderately Sustainable
Adidas,Linen,0.2904761904761905,0.8125,0.8605,0.86375,0.4850000000000001,0.6624452380952383,Not Sustainable
Nike,Nylon,0.7088095238095238,0.9375,0.22875,0.67625,0.245,0.5592619047619047,Not Sustainable
Nike,Organic_Cotton,0.6673809523809524,0.125,0.26574999999999993,0.8087500000000001,0.9650000000000001,0.5663761904761906,Not Sustainable
Zara,Viscose,0.45261904761904764,0.625,0.09600000000000009,0.09999999999999998,0.6100000000000001,0.37672380952380957,Moderately Sustainable
Nike,Organic_Cotton,0.6097619047619047,0.4375,0.7050000000000001,0.5800000000000001,0.8900000000000001,0.644452380952381,Not Sustainable
Urban Outfitters,Recycled_Poly,0.3635714285714286,0.1875,0.4255,0.5825,0.2550000000000001,0.36281428571428576,Moderately Sustainable
Urban Outfitters,Synthetic_Blend,0.18619047619047618,0.25,0.8660000000000001,0.10999999999999999,0.8500000000000001,0.45243809523809525,Moderately Sustainable
Urban Outfitters,Organic_Cotton,0.32523809523809527,0.8125,0.26350000000000007,0.12874999999999992,0.21999999999999997,0.34999761904761906,Moderately Sustainable
Zara,Tencel,0.23095238095238096,1.0,0.9990000000000001,0.8375000000000001,0.565,0.7264904761904762,Not Sustainable
Adidas,Polyester,0.11547619047619045,0.8125,0.5845,0.29875000000000007,0.10499999999999998,0.38324523809523814,Moderately Sustainable
Urban Outfitters,Cotton,0.45809523809523817,0.625,0.9725000000000001,0.09375,0.5549999999999999,0.5408690476190475,Not Sustainable
Zara,Synthetic_Blend,0.06333333333333335,0.625,0.7382500000000001,0.7875000000000001,0.7550000000000001,0.5938166666666668,Not Sustainable
Adidas,Recycled_Poly,0.8595238095238096,0.4375,0.69275,0.12749999999999995,0.21999999999999997,0.4674547619047619,Moderately Sustainable
Nike,Cotton,0.07500000000000001,0.5625,0.514,0.43999999999999995,0.11499999999999999,0.3413,Moderately Sustainable
Nike,Wool,0.11142857142857149,0.25,0.3780000000000001,0.7775000000000001,0.31000000000000005,0.3653857142857143,Moderately Sustainable
Nike,Organic_Cotton,0.2821428571428572,0.3125,0.8042500000000001,0.9237500000000001,0.30000000000000004,0.5245285714285715,Not Sustainable
Adidas,Synthetic_Blend,0.9192857142857143,0.6875,0.7855000000000001,0.4737500000000001,0.565,0.6862071428571428,Not Sustainable
Urban Outfitters,Recycled_Poly,0.12452380952380954,0.1875,0.7355,0.42375000000000007,0.3700000000000001,0.3682547619047619,Moderately Sustainable
Zara,Synthetic_Blend,0.37833333333333335,0.125,0.53375,0.905,0.2550000000000001,0.4394166666666667,Moderately Sustainable
Nike,Cotton,0.7264285714285714,0.4375,0.9372500000000001,0.10750000000000004,0.04500000000000004,0.4507357142857143,Moderately Sustainable
Adidas,Wool,0.9435714285714285,0.9375,0.12149999999999994,0.8674999999999999,0.8200000000000001,0.7380142857142857,Not Sustainable
Nike,Polyester,0.2866666666666667,0.1875,0.97125,0.8612500000000001,0.595,0.5803333333333333,Not Sustainable
Adidas,Microfiber,0.12523809523809531,0.875,0.21875,0.20625000000000004,0.6500000000000001,0.41504761904761905,Moderately Sustainable
Urban Outfitters,Recycled_Poly,0.1626190476190476,0.0625,0.7484999999999999,0.64375,0.625,0.4484738095238095,Moderately Sustainable
Forever 21,Recycled_Poly,0.19095238095238093,0.4375,0.4065000000000001,0.7250000000000001,0.09499999999999997,0.3709904761904762,Moderately Sustainable
Urban Outfitters,Cotton,0.8485714285714285,0.9375,0.11650000000000005,0.98875,0.030000000000000027,0.5842642857142858,Not Sustainable
Adidas,Viscose,0.8799999999999999,0.9375,0.001000000000000112,0.565,0.8200000000000001,0.6407,Not Sustainable
Nike,Viscose,0.15785714285714286,0.6875,0.8840000000000001,0.25125,0.07000000000000006,0.41012142857142864,Moderately Sustainable
Nike,Organic_Cotton,0.020000000000000018,0.3125,0.006000000000000005,0.16749999999999998,0.99,0.2992,Moderately Sustainable
Urban Outfitters,Tencel,0.964047619047619,0.0625,0.90825,0.27249999999999996,0.95,0.6314595238095239,Not Sustainable
Nike,Polyester,0.6166666666666667,1.0,0.4092500000000001,0.5787500000000001,0.97,0.7149333333333333,Not Sustainable
Zara,Cotton,0.5307142857142857,0.0,0.619,0.99875,0.9199999999999999,0.6136928571428572,Not Sustainable
Nike,Microfiber,0.6785714285714286,0.5625,0.64025,0.08750000000000002,0.685,0.5307642857142858,Not Sustainable
Adidas,Microfiber,0.9847619047619047,0.1875,0.045500000000000096,0.09625000000000006,0.31000000000000005,0.32480238095238095,Moderately Sustainable
Adidas,Linen,0.1397619047619048,0.0625,0.89225,0.96,0.40000000000000013,0.4909023809523809,Moderately Sustainable
Adidas,Cotton,0.7319047619047618,0.0625,0.10275000000000012,0.6975,0.395,0.3979309523809524,Moderately Sustainable
Adidas,Polyester,0.4583333333333333,0.3125,0.37024999999999997,0.30125,0.21999999999999997,0.33246666666666663,Moderately Sustainable
Forever 21,Cotton,0.7542857142857142,1.0,0.12424999999999997,0.92625,0.9950000000000001,0.7599571428571428,Not Sustainable
Urban Outfitters,Cotton,0.017619047619047645,0.4375,0.5502500000000001,0.7225000000000001,0.865,0.5185738095238095,Not Sustainable
Zara,Wool,0.47880952380952385,0.75,0.6145,0.015000000000000013,0.595,0.49066190476190474,Moderately Sustainable
Forever 21,Synthetic_Blend,0.8354761904761905,0.9375,0.1885000000000001,0.05874999999999997,0.050000000000000044,0.4140452380952381,Moderately Sustainable
Nike,Recycled_Poly,0.5011904761904762,0.1875,0.79925,0.06374999999999997,0.605,0.43133809523809524,Moderately Sustainable
Urban Outfitters,Nylon,0.4707142857142857,0.5,0.5740000000000001,0.46625000000000005,0.03500000000000003,0.40919285714285714,Moderately Sustainable
Forever 21,Viscose,0.20309523809523816,0.3125,0.2217500000000001,0.5862499999999999,0.0050000000000000044,0.26571904761904763,Moderately Sustainable
Nike,Nylon,0.15690476190476194,0.5,0.8175000000000001,0.8225,0.385,0.5363809523809524,Not Sustainable
Nike,Organic_Cotton,0.9216666666666666,0.25,0.6315,0.5050000000000001,0.43999999999999995,0.5496333333333333,Not Sustainable
Urban Outfitters,Nylon,0.36285714285714293,0.875,0.43799999999999994,0.6375,0.09999999999999998,0.4826714285714286,Moderately Sustainable
Urban Outfitters,Linen,0.9771428571428571,1.0,0.42500000000000004,0.96,0.18000000000000005,0.7084285714285714,Not Sustainable
Adidas,Viscose,0.7816666666666667,0.1875,0.13749999999999996,0.94875,0.51,0.5130833333333333,Not Sustainable
Urban Outfitters,Tencel,0.04904761904761906,0.6875,0.3720000000000001,0.6325000000000001,0.2650000000000001,0.4012095238095238,Moderately Sustainable
Zara,Cotton,0.9319047619047618,0.5625,0.8427500000000001,0.05874999999999997,0.20999999999999996,0.5211809523809523,Not Sustainable
Adidas,Wool,0.7426190476190475,0.125,0.30899999999999994,0.3800000000000001,0.5,0.41132380952380954,Moderately Sustainable
Adidas,Linen,0.3992857142857143,0.375,0.0007500000000000284,0.3787499999999999,0.8700000000000001,0.40475714285714287,Moderately Sustainable
Zara,Linen,0.18857142857142856,0.5625,0.17825000000000002,0.80125,0.855,0.5171142857142857,Not Sustainable
Nike,Recycled_Poly,0.9973809523809523,0.4375,0.11525000000000007,0.76875,0.5050000000000001,0.5647761904761905,Not Sustainable
Urban Outfitters,Cotton,0.5107142857142857,0.9375,0.02774999999999994,0.32000000000000006,0.4950000000000001,0.4581928571428572,Moderately Sustainable
Urban Outfitters,Tencel,0.7557142857142858,1.0,0.9239999999999999,0.6174999999999999,0.025000000000000022,0.6644428571428571,Not Sustainable
Urban Outfitters,Tencel,0.4511904761904762,0.0,0.028750000000000053,0.355,0.69,0.3049880952380952,Moderately Sustainable
Urban Outfitters,Wool,0.44428571428571434,0.75,0.7462500000000001,0.29000000000000004,0.8800000000000001,0.622107142857143,Not Sustainable
Nike,Viscose,0.2826190476190476,0.1875,0.677,0.82375,0.20999999999999996,0.4361738095238096,Moderately Sustainable
Zara,Microfiber,0.435,0.5,0.06574999999999998,0.05500000000000005,0.33499999999999996,0.27815,Moderately Sustainable
Urban Outfitters,Wool,0.18357142857142855,0.125,0.5562500000000001,0.5775000000000001,0.21499999999999997,0.3314642857142857,Moderately Sustainable
Forever 21,Recycled_Poly,0.9357142857142857,0.1875,0.5310000000000001,0.24625000000000008,0.025000000000000022,0.3850928571428572,Moderately Sustainable
Forever 21,Nylon,0.7809523809523808,0.0625,0.86825,0.61375,0.42500000000000004,0.5500904761904761,Not Sustainable
Urban Outfitters,Tencel,0.4914285714285715,0.9375,0.9157500000000001,0.36375,0.74,0.6896857142857143,Not Sustainable
Urban Outfitters,Viscose,0.11071428571428571,0.625,0.16500000000000004,0.1725000000000001,0.135,0.2416428571428572,Highly Sustainable
Zara,Nylon,0.798095238095238,0.625,0.4275,0.45500000000000007,0.6599999999999999,0.5931190476190477,Not Sustainable
Forever 21,Viscose,0.19880952380952382,0.0,0.44300000000000006,0.09750000000000003,0.6300000000000001,0.2738619047619048,Moderately Sustainable
